Site Name,Site ID,Sample Date,Lab Sample ID,Time Collected,Time Delivered To Lab,Duplicate,Wet Weather?,Within holding time(6 hrs)?,Preservation temperature (deg C),Preservation ~4 deg C,Volume (mL),MPN/100mL Undiluted Sample,Lab,Analyst,Monitoring Org,Comments
"Phelps Brook, Rte 75 at MDC Poquonick",PB-W1,7/31/2023,2023-2127,11:30:00,12:51:00,N,Y,Y,0.7,Y,100,206.4,FRWA IdexxColil,EM CR,FRWA,
"Phelps Brook, Rte 75 at MDC Poquonick",PB-W1,8/14/2023,2023-2160,11:22:00,12:37:00,N,Y,Y,1.1,Y,100,77.1,FRWA IdexxColil,OB CR,FRWA,
"Phelps Brook, Rte 75 at MDC Poquonick",PB-W1,8/28/2023,2023-2194,11:50:00,13:00:00,N,Y,Y,0.4,Y,100,37.9,FRWA IdexxColil,CK LH,FRWA,
"Pequabuck River, Meadow Road",PR-F1,6/12/2023,2023-2019,10:56:00,13:20:00,N,Y,Y,NA,NA,100,145.5,FRWA,CR LH,FRWA,
"Pequabuck River, Meadow Road",PR-F1,6/26/2023,2023-2052,11:32:00,13:52:00,N,Y,Y,0.3,Y,100,579.4,FRWA IdexxColil,LH OB,FRWA,
"Pequabuck River, Meadow Road",PR-F1,7/24/2023,2023-2085,9:04:00,12:24:00,N,N,Y,1,Y,100,222.4,FRWA IdexxColil,OB CR,FRWA,
"Pequabuck River, Meadow Road",PR-F1,8/7/2023,2023-2142,10:46:00,13:04:00,N,N,Y,1.2,Y,100,435.2,FRWA IdexxColil,OB CR,FRWA,
"Pequabuck River, Meadow Road",PR-F1,8/21/2023,2023-2175,10:19:00,14:05:00,N,N,Y,0.3,Y,100,290.9,FRWA IdexxColil,CK LH,FRWA,
"Russell Brook, Weatogue Park/ Rte 10",RB-S1,6/12/2023,2023-2013,10:12:00,13:20:00,N,N,Y,NA,NA,100,98.5,FRWA,CR LH,FRWA,
"Russell Brook, Weatogue Park/ Rte 10",RB-S1,6/26/2023,2023-2046,8:49:00,13:52:00,N,Y,Y,0.3,Y,100,36.9,FRWA IdexxColil,LH OB,FRWA,
"Russell Brook, Weatogue Park/ Rte 10",RB-S1,7/24/2023,2023-2079,8:45:00,12:24:00,N,N,Y,1,Y,100,198.9,FRWA IdexxColil,OB CR,FRWA,
"Russell Brook, Weatogue Park/ Rte 10",RB-S1,8/7/2023,2023-2136,8:20:00,13:04:00,N,N,Y,1.2,Y,100,1046.2,FRWA IdexxColil,OB CR,FRWA,
"Russell Brook, Weatogue Park/ Rte 10",RB-S1,9/5/2023,2023-2203,11:10:00,13:17:00,N,N,Y,0.5,Y,100,83.6,FRWA IdexxColil,PV CK,FRWA,
"Roaring Brook, Cottage Street Bridge",RO-F1,6/12/2023,2023-2017,10:33:00,13:20:00,N,Y,Y,NA,NA,100,20.3,FRWA,CR LH,FRWA,
"Roaring Brook, Cottage Street Bridge",RO-F1,6/26/2023,2023-2050,11:12:00,13:52:00,N,Y,Y,0.3,Y,100,32.7,FRWA IdexxColil,LH OB,FRWA,
"Roaring Brook, Cottage Street Bridge",RO-F1,7/24/2023,2023-2083,8:25:00,12:24:00,N,N,Y,1,Y,100,101.2,FRWA IdexxColil,OB CR,FRWA,
"Roaring Brook, Cottage Street Bridge",RO-F1,8/7/2023,2023-2140,9:57:00,13:04:00,N,N,Y,1.2,Y,100,>2419.6,FRWA IdexxColil,OB CR,FRWA,storm drain at outfall flowing
"Roaring Brook, Cottage Street Bridge",RO-F1,8/21/2023,2023-2173,10:45:00,14:05:00,N,N,Y,0.3,Y,100,135.4,FRWA IdexxColil,CK LH,FRWA,
"Scantic River, Rt 83",S18,6/7/2023,S18,6:25:00,9:30:00,N,N,Y,4,Y,100,22.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,6/14/2023,S18,7:10:00,10:20:00,N,Y,Y,4,Y,100,141.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,6/21/2023,S18,7:10:00,9:50:00,N,N,Y,4,Y,100,248.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,6/28/2023,S18,8:05:00,10:30:00,N,Y,Y,4,Y,100,142.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,7/5/2023,S18,8:25:00,10:30:00,N,Y,Y,4,Y,100,325.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,7/12/2023,S18,6:45:00,9:30:00,N,Y,Y,4,Y,100,10.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,7/19/2023,S18,8:15:00,10:00:00,N,Y,Y,4,Y,100,>2419.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,7/26/2023,S18,8:09:00,10:00:00,N,Y,Y,4,Y,100,2419.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,8/2/2023,S18,8:32:00,10:35:00,N,N,Y,4,Y,100,115.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,8/9/2023,S18,8:43:00,10:40:00,N,Y,Y,4,Y,100,84.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,8/16/2023,S18,6:10:00,10:15:00,N,Y,Y,4,Y,100,44,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,8/23/2023,S18,8:15:00,10:20:00,N,N,Y,4,Y,100,142.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Rt 83",S18,8/30/2023,S18,6:30:00,8:10:00,N,N,Y,4,Y,100,141.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,6/7/2023,S19,6:31:00,9:30:00,N,N,Y,4,Y,100,18.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,6/14/2023,S19,7:12:00,10:20:00,N,Y,Y,4,Y,100,113.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,6/21/2023,S19,7:24:00,9:50:00,N,N,Y,4,Y,100,160.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,6/28/2023,S19,8:12:00,10:30:00,N,Y,Y,4,Y,100,112.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,7/5/2023,S19,8:40:00,10:30:00,N,Y,Y,4,Y,100,235.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,7/12/2023,S19,6:49:00,9:30:00,N,Y,Y,4,Y,100,6.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,7/19/2023,S19,8:30:00,10:00:00,N,Y,Y,4,Y,100,1986.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,7/26/2023,S19,7:59:00,10:00:00,N,Y,Y,4,Y,100,1553.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,8/2/2023,S19,8:42:00,10:35:00,N,N,Y,4,Y,100,111.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,8/9/2023,S19,8:55:00,10:40:00,N,Y,Y,4,Y,100,83.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,8/16/2023,S19,6:12:00,10:15:00,N,Y,Y,4,Y,100,34.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,8/23/2023,S19,8:30:00,10:20:00,N,N,Y,4,Y,100,71.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Kibbe Grove Road",S19,8/30/2023,S19,6:35:00,8:10:00,N,N,Y,4,Y,100,126.1,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,6/7/2023,S20,6:28:00,9:30:00,N,N,Y,4,Y,100,13,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,6/14/2023,S20,7:14:00,10:20:00,N,Y,Y,4,Y,100,105,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,6/21/2023,S20,7:20:00,9:50:00,N,N,Y,4,Y,100,26.2,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,6/28/2023,S20,8:23:00,10:30:00,N,Y,Y,4,Y,100,118.7,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,7/5/2023,S20,8:50:00,10:30:00,N,Y,Y,4,Y,100,410.6,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,7/12/2023,S20,6:53:00,9:30:00,N,Y,Y,4,Y,100,6.3,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,7/19/2023,S20,8:37:00,10:00:00,N,Y,Y,4,Y,100,2419.6,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,7/26/2023,S20,8:04:00,10:00:00,N,Y,Y,4,Y,100,193.7,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,8/2/2023,S20,8:52:00,10:35:00,N,N,Y,4,Y,100,90.9,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,8/9/2023,S20,9:10:00,10:40:00,N,Y,Y,4,Y,100,108.6,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,8/16/2023,S20,6:18:00,10:15:00,N,Y,Y,4,Y,100,93.5,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,8/23/2023,S20,8:38:00,10:20:00,N,N,Y,4,Y,100,105,USJ,Kirsten Martin,SRWA,
"Scantic River, King Road",S20,8/30/2023,S20,6:40:00,8:10:00,N,N,Y,4,Y,100,46.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,6/7/2023,S21,6:33:00,9:30:00,N,N,Y,4,Y,100,17.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,6/14/2023,S21,7:28:00,10:20:00,N,Y,Y,4,Y,100,178,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,6/21/2023,S21,7:30:00,9:50:00,N,N,Y,4,Y,100,435.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,6/28/2023,S21,8:33:00,10:30:00,N,Y,Y,4,Y,100,123.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,7/5/2023,S21,8:58:00,10:30:00,N,Y,Y,4,Y,100,178.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,7/12/2023,S21,6:55:00,9:30:00,N,Y,Y,4,Y,100,148.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,7/19/2023,S21,8:47:00,10:00:00,N,Y,Y,4,Y,100,1119.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,7/26/2023,S21,8:13:00,10:00:00,N,Y,Y,4,Y,100,2419.61,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,8/2/2023,S21,9:05:00,10:35:00,N,N,Y,4,Y,100,133.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,8/9/2023,S21,9:18:00,10:40:00,N,Y,Y,4,Y,100,224.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,8/16/2023,S21,6:14:00,10:15:00,N,Y,Y,4,Y,100,60.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,8/23/2023,S21,8:52:00,10:20:00,N,N,Y,4,Y,100,82,USJ,Kirsten Martin,SRWA,
"Scantic River, Durkee Road",S21,8/30/2023,S21,6:44:00,8:10:00,N,N,Y,4,Y,100,119.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,6/7/2023,S22,6:36:00,9:30:00,N,N,Y,4,Y,100,49,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,6/14/2023,S22,7:30:00,10:20:00,N,Y,Y,4,Y,100,24.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,6/21/2023,S22,7:15:00,9:50:00,N,N,Y,4,Y,100,275.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,6/28/2023,S22,8:40:00,10:30:00,N,Y,Y,4,Y,100,290.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,7/5/2023,S22,9:07:00,10:30:00,N,Y,Y,4,Y,100,193.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,7/12/2023,S22,6:57:00,9:30:00,N,Y,Y,4,Y,100,20.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,7/19/2023,S22,8:54:00,10:00:00,N,Y,Y,4,Y,100,235.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,7/26/2023,S22,7:55:00,10:00:00,N,Y,Y,4,Y,100,216.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,8/2/2023,S22,9:15:00,10:35:00,N,N,Y,4,Y,100,120.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,8/9/2023,S22,9:32:00,10:40:00,N,Y,Y,4,Y,100,160.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,8/16/2023,S22,1:30:00,2:00:00,N,Y,Y,4,Y,100,55,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,8/23/2023,S22,9:06:00,10:20:00,N,N,Y,4,Y,100,150,USJ,Kirsten Martin,SRWA,
"Scantic River, Four Bridges Road",S22,8/30/2023,S22,6:50:00,8:10:00,N,N,Y,4,Y,100,160.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,6/7/2023,S23,6:38:00,9:30:00,N,N,Y,4,Y,100,1203.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,6/14/2023,S23,7:40:00,10:20:00,N,Y,Y,4,Y,100,4.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,6/21/2023,S23,7:40:00,9:50:00,N,N,Y,4,Y,100,24.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,6/28/2023,S23,7:25:00,10:30:00,N,Y,Y,4,Y,100,42.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,7/5/2023,S23,9:20:00,10:30:00,N,Y,Y,4,Y,100,648.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,7/12/2023,S23,7:00:00,9:30:00,N,Y,Y,4,Y,100,24.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,7/19/2023,S23,9:06:00,10:00:00,N,Y,Y,4,Y,100,1732.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,7/26/2023,S23,8:25:00,10:00:00,N,Y,Y,4,Y,100,1986.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,8/2/2023,S23,9:26:00,10:35:00,N,N,Y,4,Y,100,108.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,8/9/2023,S23,9:41:00,10:40:00,N,Y,Y,4,Y,100,8.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,8/16/2023,S23,6:25:00,10:15:00,N,Y,Y,4,Y,100,81.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,8/23/2023,S23,9:22:00,10:20:00,N,N,Y,4,Y,100,35,USJ,Kirsten Martin,SRWA,
"Scantic River, Somersville Mill Pond",S23,8/30/2023,S23,7:15:00,8:10:00,N,N,Y,4,Y,100,121.3,USJ,Kirsten Martin,SRWA,
Sandy Brook,Sand-15350,6/6/2023,2023-011,9:49:00,13:29:00,N,N,Y,NA,NA,100,44.1,FRWA,"LH, OB",FRWA,
Sandy Brook,Sand-15350,7/11/2023,2023-056,10:10:00,13:48:00,N,Y,Y,0.8,Y,100,206.4,FRWA IdexxColil,OB CR,FRWA,
Sandy Brook,Sand-15350,7/25/2023,2023-078,9:40:00,13:58:00,N,N,Y,1.7,Y,100,17.5,FRWA IdexxColil,OB CR,FRWA,
Sandy Brook,Sand-15350,8/8/2023,2023-100,9:38:00,13:17:00,N,Y,Y,1,Y,100,111.2,FRWA IdexxColil,OB CR,FRWA,
Sandy Brook,Sand-15350,8/22/2023,2023-122,9:59:00,14:05:00,N,N,Y,0.7,Y,100,27.5,FRWA IdexxColil,LH CK,FRWA,
"Salmon Brook, Granbrook Park",SB-2,6/5/2023,2023-2001,10:46:00,13:03:00,N,N,Y,NA,NA,100,81.3,FRWA,LH. OB,FRWA,
"Salmon Brook, Granbrook Park",SB-2,6/19/2023,2023-2034,10:48:00,13:36:00,N,N,Y,NA,NA,100,135.4,FRWA,LH EM,FRWA,
"Salmon Brook, Granbrook Park",SB-2,7/17/2023,2023-2067,10:52:00,14:10:00,N,Y,Y,2,Y,100,517.2,FRWA IdexxColil,OB CR,FRWA,slight tea color
"Salmon Brook, Granbrook Park",SB-2,7/31/2023,2023-2124,10:45:00,12:51:00,N,Y,Y,0.7,Y,100,185,FRWA IdexxColil,EM CR,FRWA,
"Salmon Brook, Granbrook Park",SB-2,8/14/2023,2023-2157,10:43:00,12:37:00,N,Y,Y,1.1,Y,100,133.3,FRWA IdexxColil,OB CR,FRWA,
"Salmon Brook, Granbrook Park",SB-2,8/28/2023,2023-2191,10:50:00,13:00:00,N,Y,Y,0.4,Y,100,290.9,FRWA IdexxColil,CK LH,FRWA,
Salmon Brook East Branch,SB-EB1,6/5/2023,2023-2000,13:33:00,13:03:00,N,N,Y,NA,NA,100,77.1,FRWA,LH. OB,FRWA,
Salmon Brook East Branch,SB-EB1,6/19/2023,2023-2033,10:39:00,13:36:00,N,N,Y,NA,NA,100,275.5,FRWA,LH EM,FRWA,
Salmon Brook East Branch,SB-EB1,7/17/2023,2023-2066,10:40:00,14:10:00,N,Y,Y,2,Y,100,648.8,FRWA IdexxColil,OB CR,FRWA,thermometer broke
Salmon Brook East Branch,SB-EB1,7/31/2023,2023-2123,10:35:00,12:51:00,N,Y,Y,0.7,Y,100,275.5,FRWA IdexxColil,EM CR,FRWA,
Salmon Brook East Branch,SB-EB1,8/14/2023,2023-2156,10:35:00,12:37:00,N,Y,Y,1.1,Y,100,261.3,FRWA IdexxColil,OB CR,FRWA,
Salmon Brook East Branch,SB-EB1,8/28/2023,2023-2190,10:39:00,13:00:00,N,Y,Y,0.4,Y,100,224.7,FRWA IdexxColil,CK LH,FRWA,
Salmon Brook at Salmon Brook Park,SB-WB3,6/12/2023,2023-2022,11:19:00,13:20:00,N,N,Y,NA,NA,100,52.1,FRWA,CR LH,FRWA,
Salmon Brook at Salmon Brook Park,SB-WB3,6/26/2023,2023-2055,10:50:00,13:52:00,N,Y,Y,0.7,Y,100,261.3,FRWA IdexxColil,LH OB,FRWA,
Salmon Brook at Salmon Brook Park,SB-WB3,7/24/2023,2023-2088,10:41:00,12:24:00,N,N,Y,1.9,Y,100,75.9,FRWA IdexxColil,OB CR,FRWA,
Salmon Brook at Salmon Brook Park,SB-WB3,8/7/2023,2023-2145,10:43:00,13:04:00,N,N,Y,1.7,Y,100,210.5,FRWA IdexxColil,OB CR,FRWA,
Salmon Brook at Salmon Brook Park,SB-WB3,8/21/2023,2023-2178,10:42:00,14:05:00,N,N,Y,2,Y,100,27.9,FRWA IdexxColil,CK LH,FRWA,
Shales Brook,Shal-716,6/6/2023,2023-004,10:20:00,13:29:00,N,N,Y,NA,NA,100,7.5,FRWA,"LH, OB",FRWA,
Shales Brook,Shal-716,7/11/2023,2023-049,10:40:00,13:35:00,N,Y,Y,2,Y,100,90.6,FRWA IdexxColil,OB CR,FRWA,
Shales Brook,Shal-716,7/25/2023,2023-071,10:28:00,13:58:00,N,N,Y,1.1,Y,100,65,FRWA IdexxColil,OB CR,FRWA,
Shales Brook,Shal-716,8/8/2023,2023-093,10:14:00,13:17:00,N,Y,Y,1.9,Y,100,26.5,FRWA IdexxColil,OB CR,FRWA,
Shales Brook,Shal-716,8/22/2023,2023-115,10:23:00,14:05:00,N,N,Y,1.4,Y,100,16.9,FRWA IdexxColil,LH CK,FRWA,
Silver Brook,Silv-877,6/6/2023,2023-013,10:31:00,13:29:00,N,N,Y,NA,NA,100,3,FRWA,"LH, OB",FRWA,
Silver Brook,Silv-877,7/11/2023,2023-058,10:41:00,13:48:00,N,Y,Y,0.8,Y,100,163.1,FRWA IdexxColil,OB CR,FRWA,
Silver Brook,Silv-877,7/25/2023,2023-080,10:39:00,13:58:00,N,N,Y,1.7,Y,100,13.2,FRWA IdexxColil,OB CR,FRWA,
Silver Brook,Silv-877,8/8/2023,2023-102,10:41:00,13:17:00,N,Y,Y,1,Y,100,47.9,FRWA IdexxColil,OB CR,FRWA,
Silver Brook,Silv-877,8/22/2023,2023-124,10:30:00,14:05:00,N,N,Y,0.7,Y,100,12.1,FRWA IdexxColil,LH CK,FRWA,
"Still River, Torrington",SR-1,6/13/2023,2023-1011,10:35:00,14:20:00,N,Y,Y,NA,NA,100,648.8,FRWA,CK,FRWA,
"Still River, Torrington",SR-1,7/18/2023,2023-1035,9:33:00,13:59:00,N,Y,Y,2,Y,100,61.3,FRWA IdexxColil,OB CR,FRWA,
"Still River, Torrington",SR-1,8/1/2023,2023-1059,9:29:00,13:15:00,N,Y,Y,0.5,Y,100,111.2,FRWA IdexxColil,EM CR,FRWA,
"Still River, Torrington",SR-1,8/15/2023,2023-1083,9:36:00,13:04:00,N,Y,Y,0.7,Y,100,110,FRWA IdexxColil,OB CR,FRWA,
"Still River, Torrington",SR-1,9/6/2023,2023-1136,9:36:00,13:30:00,N,N,Y,0.7,Y,100,23.5,FRWA IdexxColil,PV CK,FRWA,
"Still River, NCCC Walkway Bridge",SR-2,6/13/2023,2023-1016,11:41:00,14:20:00,N,Y,Y,NA,NA,100,517.2,FRWA,CK,FRWA,
"Still River, NCCC Walkway Bridge",SR-2,7/18/2023,2023-1040,10:44:00,13:59:00,N,Y,Y,2,Y,100,1119.9,FRWA IdexxColil,OB CR,FRWA,
"Still River, NCCC Walkway Bridge",SR-2,8/1/2023,2023-1064,10:39:00,13:15:00,N,Y,Y,0.5,Y,100,139.6,FRWA IdexxColil,EM CR,FRWA,
"Still River, NCCC Walkway Bridge",SR-2,8/15/2023,2023-1088,10:42:00,13:04:00,N,Y,Y,0.7,Y,100,1732.9,FRWA IdexxColil,OB CR,FRWA,
"Still River, NCCC Walkway Bridge",SR-2,9/6/2023,2023-1141,10:40:00,13:30:00,N,N,Y,0.7,Y,100,127.4,FRWA IdexxColil,PV CK,FRWA,
"Still River, White Street Bridge",SR-3,6/13/2023,2023-1017,11:50:00,14:20:00,N,Y,Y,NA,NA,100,547.9,FRWA,CK,FRWA,
"Still River, White Street Bridge",SR-3,7/18/2023,2023-1041,10:55:00,13:59:00,N,Y,Y,2,Y,100,866.4,FRWA IdexxColil,OB CR,FRWA,
"Still River, White Street Bridge",SR-3,8/1/2023,2023-1065,10:48:00,13:15:00,N,Y,Y,0.5,Y,100,150,FRWA IdexxColil,EM CR,FRWA,
"Still River, White Street Bridge",SR-3,8/15/2023,2023-1089,10:52:00,13:04:00,N,Y,Y,0.7,Y,100,1553.1,FRWA IdexxColil,OB CR,FRWA,
"Still River, White Street Bridge",SR-3,9/6/2023,2023-1142,10:49:00,13:30:00,N,N,Y,0.7,Y,100,127.4,FRWA IdexxColil,PV CK,FRWA,
"Still River, Rte 20",SR-4,6/13/2023,2023-1018,12:00:00,14:20:00,N,Y,Y,NA,NA,100,648.8,FRWA,CK,FRWA,
"Still River, Rte 20",SR-4,7/18/2023,2023-1042,11:05:00,13:59:00,N,Y,Y,2,Y,100,387.3,FRWA IdexxColil,OB CR,FRWA,
"Still River, Rte 20",SR-4,8/1/2023,2023-1066,10:57:00,13:15:00,N,Y,Y,0.5,Y,100,143.9,FRWA IdexxColil,EM CR,FRWA,
"Still River, Rte 20",SR-4,8/15/2023,2023-1090,11:04:00,13:04:00,N,Y,Y,0.7,Y,100,>2419.6,FRWA IdexxColil,OB CR,FRWA,
"Still River, Rte 20",SR-4,9/6/2023,2023-1143,10:57:00,13:30:00,N,N,Y,0.7,Y,100,275.5,FRWA IdexxColil,PV CK,FRWA,
"Thompson Brook, Thompson Rd.",TB-A1,6/12/2023,2023-2010,9:30:00,13:20:00,N,N,Y,NA,NA,100,6.3,FRWA,CR LH,FRWA,
"Thompson Brook, Thompson Rd.",TB-A1,6/26/2023,2023-2043,8:15:00,13:52:00,N,Y,Y,0.3,Y,100,18.7,FRWA IdexxColil,LH OB,FRWA,
"Thompson Brook, Thompson Rd.",TB-A1,7/24/2023,2023-2076,8:15:00,12:24:00,N,N,Y,1,Y,100,54.5,FRWA IdexxColil,OB CR,FRWA,
"Thompson Brook, Thompson Rd.",TB-A1,8/7/2023,2023-2133,8:00:00,13:04:00,N,N,Y,1.2,Y,100,35.9,FRWA IdexxColil,OB CR,FRWA,
"Thompson Brook, Thompson Rd.",TB-A1,9/5/2023,2023-2200,11:50:00,13:17:00,N,N,Y,0.5,Y,100,20.1,FRWA IdexxColil,PV CK,FRWA,
Thomas Brook,Thom-140,6/6/2023,2023-003,10:15:00,13:29:00,N,N,Y,NA,NA,100,4.1,FRWA,"LH, OB",FRWA,
Thomas Brook,Thom-140,7/11/2023,2023-048,10:33:00,13:35:00,N,Y,Y,2,Y,100,410.6,FRWA IdexxColil,OB CR,FRWA,slight tea color
Thomas Brook,Thom-140,7/25/2023,2023-070,10:22:00,13:58:00,N,N,Y,1.1,Y,100,2,FRWA IdexxColil,OB CR,FRWA,
Thomas Brook,Thom-140,8/8/2023,2023-092,10:09:00,13:17:00,N,Y,Y,1.9,Y,100,1,FRWA IdexxColil,OB CR,FRWA,
Thomas Brook,Thom-140,8/22/2023,2023-114,10:18:00,14:05:00,N,N,Y,1.4,Y,100,6.3,FRWA IdexxColil,LH CK,FRWA,
"Unnamed tributary between big pond and otis reservoir, US",Unna-186,6/6/2023,2023-010,11:18:00,13:29:00,N,N,Y,NA,NA,100,3,FRWA,"LH, OB",FRWA,
"Unnamed tributary between big pond and otis reservoir, US",Unna-186,7/11/2023,2023-055,11:52:00,13:35:00,N,Y,Y,2,Y,100,95.8,FRWA IdexxColil,OB CR,FRWA,some silt
"Unnamed tributary between big pond and otis reservoir, US",Unna-186,7/25/2023,2023-077,11:40:00,13:58:00,N,N,Y,1.1,Y,100,18.7,FRWA IdexxColil,OB CR,FRWA,
"Unnamed tributary between big pond and otis reservoir, US",Unna-186,8/8/2023,2023-099,11:03:00,13:17:00,N,Y,Y,1.9,Y,100,14.6,FRWA IdexxColil,OB CR,FRWA,
"Unnamed tributary between big pond and otis reservoir, US",Unna-186,8/22/2023,2023-121,11:31:00,14:05:00,N,N,Y,1.4,Y,100,25.9,FRWA IdexxColil,LH CK,FRWA,
"Unnamed tributary between big pond and otis reservoir, DS",Unna-51,6/6/2023,2023-009,11:14:00,13:29:00,N,N,Y,NA,NA,100,4.1,FRWA,"LH, OB",FRWA,
"Unnamed tributary between big pond and otis reservoir, DS",Unna-51,7/11/2023,2023-054,11:49:00,13:35:00,N,Y,Y,2,Y,100,353.8,FRWA IdexxColil,OB CR,FRWA,some silt
"Unnamed tributary between big pond and otis reservoir, DS",Unna-51,7/25/2023,2023-076,11:34:00,13:58:00,N,N,Y,1.1,Y,100,14.8,FRWA IdexxColil,OB CR,FRWA,
"Unnamed tributary between big pond and otis reservoir, DS",Unna-51,8/8/2023,2023-098,11:07:00,13:17:00,N,Y,Y,1.9,Y,100,21.3,FRWA IdexxColil,OB CR,FRWA,
"Unnamed tributary between big pond and otis reservoir, DS",Unna-51,8/22/2023,2023-120,11:25:00,14:05:00,N,N,Y,1.4,Y,100,26.6,FRWA IdexxColil,LH CK,FRWA,
